"time","x_LK","y_LK","x_RK","y_RK","x_LA","y_LA","x_RA","y_RA"
"1.273202","511.0084561002858","212.08882538910507","493.2005524987841","212.8942149121474","519.0664656227201","244.32211125592778","499.9316691239057","248.46806982611872"
"1.308582","521.1408107178685","215.63079240257179","495.734551693215","216.8248476258512","518.5653988136855","253.47283626808735","494.81423178349957","253.4637645914397"
"1.351408","517.9117996868921","214.30285407040373","492.80655845315545","216.11884186147256","516.9035283545112","252.81212143953672","495.8090473575815","252.78709845041953"
"1.410046","519.7185471827883","215.36356576407468","490.7375417033986","214.75954048364542","517.3631487300888","252.43829416950393","490.9375907215163","251.43022517935316"
"1.456749","519.6314725764531","215.17744463612598","489.74842543546333","215.25403117020306","516.3959865941148","252.64576240272373","489.1646006543349","251.56329891932154"
"1.483585","519.5924879734619","215.60158767403334","488.59989721394703","215.86051828109805","516.7412161622995","253.76505217199662","486.58301731213527","252.71405290536848"
"1.525366","518.6142644622447","215.83148217108464","484.0034911159412","215.53434260624397","517.2258258032892","254.53314327729817","484.35189071239665","252.9153834242765"
"1.561196","519.4723641362172","214.49602345269943","488.53841889971426","218.35775863706834","516.6161686641233","253.5260522745927","481.8897904570465","251.81862108995017"
"1.590469","519.5715792763558","215.10338737992464","488.5669828778575","216.92551288530524","514.9652584090771","252.65908326620263","480.9863998472459","251.18620044990274"
"1.627382","518.5133631368556","214.85929520306422","482.2327605369954","213.42499230529552","511.34663741412334","251.5154449819127","479.51483225544143","251.23176117537088"
"1.653958","518.5186577585421","214.54920573549975","487.01633319780524","216.70614018421696","519.3319049048517","250.40883532572354","482.90194001550344","249.99818176982006"
"1.693368","521.2784034343082","212.761208619589","487.17733016552165","214.75589832350443","515.5509042702761","248.53868726440908","482.3777050211272","248.33341107201488"
"1.720176","520.1019182613388","210.56569425234073","487.216685729268","211.6663685364482","514.9493408203125","247.11335487217292","480.70325561998425","247.7008555371474"
"1.776609","518.743898384302","214.98572537314567","485.5323552825572","215.85387471121112","518.7322974297788","248.92964617658686","466.696553152359","247.79980088764592"
"1.826747","516.5168186291646","214.6015449256749","482.04178319552534","214.25334767144943","518.0045735993738","249.59838724692975","465.1105610294565","250.66024554657105"
"1.870483","508.2554888892267","211.814617943671","476.99455860894943","215.73685345482738","514.2013153194918","251.10806262539523","463.0224903863692","250.90646231684707"
"1.918515","505.18514789032105","210.74736385122816","475.3378816003466","214.55311768528088","512.7886293166342","250.54032405155647","463.1855107763862","251.33360676450025"
"1.974954","498.34240580161725","215.6603343681603","472.0549126413546","217.94892616123542","508.2128958497994","252.32026120196986","466.5235842693641","252.63948979359196"
"2.022112","492.6944608577031","216.37406286098616","473.0700973332624","217.85503936648837","502.7363684984497","252.535721953277","467.0042145131627","252.83501983523837"
"2.05988","488.15960052134","217.82698124392027","471.6525213931785","219.23696935037697","495.19595040050467","253.29740555462672","465.4014617088704","253.9844923204949"
"2.093957","488.15960052134","217.82698124392027","471.6525213931785","219.23696935037697","495.19595040050467","253.29740555462672","465.4014617088704","253.9844923204949"
"2.132908","486.1954982178685","216.29305852155278","465.6181027898529","217.4661376003162","489.96597705648105","252.90691877431908","464.11328362490883","253.05304358812623"
"2.156475","483.4384504385032","214.37788931405038","465.1960506216562","214.91271355179964","486.37264884028457","252.80254390731398","465.22545769242464","251.6842321254864"
"2.191648","475.4756429353113","212.2903245265382","463.38667267676925","213.0882948344784","481.080421536813","251.8055700161114","463.7272146499575","250.52228186937623"
"2.240659","469.26046527313355","212.58055073185193","461.4903212966622","212.41142635122816","469.463009845422","252.71536812986386","459.4324333695586","252.1390974586576"
"2.284484","466.99096109709393","213.97630743479453","457.09625742871475","213.64969335177534","466.5810831864057","255.46455828596186","456.3498506657345","253.1923562135214"
"2.345167","458.7353981107126","215.2287383914458","452.6765635449599","218.6613057058609","462.2088722793045","255.15942620303383","445.19920877538306","255.90128026583784"
"2.38796","456.999942527207","215.6912252819492","447.6581727261673","218.97446403058126","462.903850392145","255.13130063305573","439.32157167664764","255.04793563427165"
"2.423784","446.7608186595635","217.29664225893725","439.40355400352627","216.62257284320282","460.55843415612844","255.9303838232612","430.40988028559707","253.57953807073812"
"2.453999","446.7608186595635","217.29664225893725","439.40355400352627","216.62257284320282","460.55843415612844","255.9303838232612","430.40988028559707","253.57953807073812"
"2.491528","437.80471314901513","220.27862715071745","456.4301130836576","218.01795858539032","460.2070331499271","256.89538764211454","447.04322096531496","257.45418943412574"
"2.542763","455.0780623024076","220.39922311983224","428.4566707388437","220.37989943686165","463.4202614869589","256.02899193670964","417.8838170864239","252.38919245500978"
"2.584322","454.8338689544322","218.5306263489482","426.7814456924854","219.45637577517027","458.27533932696986","255.21894854237598","411.9968722451058","253.5250068397374"
"2.632804","434.8051582069249","217.51918498829644","426.52872024714253","217.4114377507904","448.02441216257296","254.92204504347035","415.845826145276","253.63990350270552"
"2.650394","434.8051582069249","217.51918498829644","426.52872024714253","217.4114377507904","448.02441216257296","254.92204504347035","415.845826145276","253.63990350270552"
"2.691815","429.88402655338035","218.8196722245866","427.74243639044266","218.68228185037697","446.0757553159959","254.7829684840102","418.3323423630533","253.30249783408317"
"2.724635","421.6230677741975","218.31010704188964","426.3960511916343","218.13696954036965","432.64525607216683","254.43075810888865","418.98219815859073","254.41942694400535"
"2.756913","421.6230677741975","218.31010704188964","426.3960511916343","218.13696954036965","432.64525607216683","254.43075810888865","418.98219815859073","254.41942694400535"
"2.781725","417.20627412907345","216.68111719509972","426.3472529904852","216.75817586104694","427.1191548744529","253.93512081636067","419.2867906622386","253.3410103052043"
"2.830148","416.04236789807277","211.87525316527848","421.04554932590594","211.814719114786","420.3748522806724","253.75803764135458","407.65599065995866","251.53807358797422"
"2.860362","416.04236789807277","211.87525316527848","421.04554932590594","211.814719114786","420.3748522806724","253.75803764135458","407.65599065995866","251.53807358797422"
"2.886138","412.9009036053016","212.51263118996235","421.2843468810798","212.71510831484073","418.8968434612111","254.39858569430936","420.22343284517876","254.72007377416708"
"2.922107","406.21787698352387","211.22394725042562","415.7461725969723","212.79560679869894","415.69390085420724","253.77901378587063","414.17188259970817","255.7796051381627"
"2.958507","406.21787698352387","211.22394725042562","415.7461725969723","212.79560679869894","415.69390085420724","253.77901378587063","414.17188259970817","255.7796051381627"
"2.99479","398.0898233257843","207.44881454052165","413.4661466249696","206.75056522829527","401.9905431131445","253.25599284487475","409.69647715527725","252.87420678045964"
"3.029683","392.7482919655885","209.22517697820405","411.2528935888862","211.429864193215","401.7397061952821","252.44014897327946","387.72457280140446","251.28888913165736"
"3.066374","392.7482919655885","209.22517697820405","411.2528935888862","211.429864193215","401.7397061952821","252.44014897327946","387.72457280140446","251.28888913165736"
"3.087592","392.4717575845088","210.30780908013134","391.21038984602995","210.51588434004134","401.15601630897373","252.90118574446745","389.0651237992461","252.18330923592538"
"3.127424","394.115788203733","208.4724301586819","414.44173968719605","212.29204443549372","400.92261454660144","251.39296048531736","393.27239206514474","251.03525314627922"
"3.158889","388.70525814308735","211.45606751200756","413.9946645298821","216.65875837867827","402.2256647844723","250.87944962913429","399.5349852565662","250.81601534001095"
"3.191133","388.70525814308735","211.45606751200756","413.9946645298821","216.65875837867827","402.2256647844723","250.87944962913429","399.5349852565662","250.81601534001095"
"3.222929","384.65652501443947","213.88832228842415","393.75949726030524","213.19432216302897","399.81030558426556","253.66671384818824","404.76465508724465","253.5396429277116"
"3.254141","384.65652501443947","213.88832228842415","393.75949726030524","213.19432216302897","399.81030558426556","253.66671384818824","404.76465508724465","253.5396429277116"
"3.287981","353.4479676480423","218.65304339813355","388.62772734527","216.95407686344845","344.33076399866246","253.58206734861386","399.8835534715467","257.05641833353604"
"3.32248","353.4479676480423","218.65304339813355","388.62772734527","216.95407686344845","344.33076399866246","253.58206734861386","399.8835534715467","257.05641833353604"
"3.355353","354.5146484375","218.4650337427043","377.4338516650961","216.21353802513988","388.4048811025657","253.76366950009123","381.3652937477201","254.5483863919626"
"3.386505","354.5146484375","218.4650337427043","377.4338516650961","216.21353802513988","388.4048811025657","253.76366950009123","381.3652937477201","254.5483863919626"
"3.431899","355.03470169245503","218.5316043363935","348.93762444522133","219.01419055508273","374.1280517578125","255.399269193063","348.6805823656372","252.8687435402481"
"3.451468","355.03470169245503","218.5316043363935","348.93762444522133","219.01419055508273","374.1280517578125","255.399269193063","348.6805823656372","252.8687435402481"
"3.497959","354.4692563305569","216.83371696026876","349.90384231745503","217.25877053821137","359.8467034365881","258.990877500304","353.57014863129257","253.9844923204949"
"3.520774","354.4692563305569","216.83371696026876","349.90384231745503","217.25877053821137","359.8467034365881","258.990877500304","353.57014863129257","253.9844923204949"
"3.562296","344.58025196832443","213.75939656417194","353.5317036075815","213.4957109147009","348.198131041768","259.594093411813","354.50159736366123","257.9040299352505"
"3.589873","342.1356543158743","218.76200468902","344.6772413439324","218.30835340922908","350.05310343582806","255.81666748996838","348.2737733121048","257.5640612650474"
"3.627315","342.1356543158743","218.76200468902","344.6772413439324","218.30835340922908","350.05310343582806","255.81666748996838","348.2737733121048","257.5640612650474"
"3.650905","330.9389795681846","218.80213589798154","345.31279828854576","217.23658034031496","346.5461079044565","255.99799985180573","346.71938030079644","255.31209341561288"
"3.701663","328.45347506155764","218.31772859922182","343.0828857421875","216.9787288918106","346.537474635974","259.39407811740034","342.1731550758451","259.2972236366124"
"3.717237","328.45347506155764","218.31772859922182","343.0828857421875","216.9787288918106","346.537474635974","259.39407811740034","342.1731550758451","259.2972236366124"
"3.75353","325.1124001588339","216.6307339798152","312.73640744695405","216.73703109800584","343.5271281082807","259.7337769979633","306.69231014029066","254.88012647814327"
"3.79476","314.92430025687014","221.7577825761491","320.91905978310433","220.90339250972767","327.2869383815662","258.38611029836454","311.56329464448567","258.14471601790495"
"3.821693","314.92430025687014","221.7577825761491","320.91905978310433","220.90339250972767","327.2869383815662","258.38611029836454","311.56329464448567","258.14471601790495"
"3.858936","313.2718724350985","223.83732112186897","323.6156409593872","222.8678657739543","323.1908234473796","259.2530118593446","316.31267146841566","259.0892832715224"
"3.892759","314.37615515564204","218.04250944263742","324.25440165597644","217.76432260001218","324.34835589813355","257.76613370546573","316.34194364436405","257.7743285657831"
"3.929207","314.37615515564204","218.04250944263742","324.25440165597644","217.76432260001218","324.34835589813355","257.76613370546573","316.34194364436405","257.7743285657831"
"3.950993","316.95416378511067","216.99130783377922","322.4200344456773","216.05574480939936","326.3423374042437","257.87131794139106","317.10349235089376","257.4079542345574"
"3.998269","291.4001612088096","224.55334282663546","321.43132286220214","219.88905091044506","317.12257996792925","260.9940655778818","321.37122721987475","260.8544831628466"
"4.021353","291.4001612088096","224.55334282663546","321.43132286220214","219.88905091044506","317.12257996792925","260.9940655778818","321.37122721987475","260.8544831628466"
"4.055257","285.72938531660384","226.93201063579158","315.3872255555387","221.80158966895675","312.22286286706594","260.01297555173886","315.17564303030764","260.0535451688655"
"4.090074","280.8836767293136","231.13519833338404","287.244692553806","230.40481033028334","281.9313373491458","261.6501602588461","298.68272785825025","259.13949786828186"
"4.124569","280.8836767293136","231.13519833338404","287.244692553806","230.40481033028334","281.9313373491458","261.6501602588461","298.68272785825025","259.13949786828186"
"4.158562","279.5500728147039","230.35951939445528","286.7251788781311","229.7220739223614","281.9167181230241","258.71950284609073","295.7736873404061","258.4485328763376"
"4.201192","275.3628701532861","223.57457973613816","288.850075807089","223.42100198352387","280.81413844958354","261.05240758754866","289.4182527890929","261.9120922756566"
"4.216428","275.3628701532861","223.57457973613816","288.850075807089","223.42100198352387","280.81413844958354","261.05240758754866","289.4182527890929","261.9120922756566"
"4.258875","277.083740234375","222.10712643634486","282.6794302973766","221.92255659882665","283.9955147472337","259.46459438457566","280.72158374118436","259.3364443055387"
"4.29805","272.6241006220361","220.61758410977023","280.0089175450663","220.32165859830985","280.79471359549797","261.03706330176925","280.9089189225134","259.84027645838404"
"4.321905","272.6241006220361","220.61758410977023","280.0089175450663","220.32165859830985","280.79471359549797","261.03706330176925","280.9089189225134","259.84027645838404"
"4.363404","268.25364334759547","220.75824568336577","279.6641938324569","218.90195806481034","275.67552262243134","263.584450807089","280.2718275493221","262.5592501747933"
"4.39747","253.32162986191332","219.10649233569433","275.0425118175462","217.84347213567003","260.848710234527","255.93642036645798","277.749311276447","261.27636671251827"
"4.423721","253.32162986191332","219.10649233569433","275.0425118175462","217.84347213567003","260.848710234527","255.93642036645798","277.749311276447","261.27636671251827"
"4.450034","255.52410817424612","219.87579749437623","273.06869708703186","220.52413572318824","278.3041505331195","261.43827422027","242.62846689187137","254.57317331514474"
"4.496483","254.3962694457533","220.84811935721672","280.31411707540434","224.78441765336214","253.79836501778334","255.2997505395793","281.62763852368073","261.36860104571986"
"4.516676","254.3962694457533","220.84811935721672","280.31411707540434","224.78441765336214","253.79836501778334","255.2997505395793","281.62763852368073","261.36860104571986"
"4.55455","250.2888233466835","222.20003524364665","281.77308886338767","228.43814502523105","251.0989341884272","256.63261253267876","282.73276433684947","263.7174233759424"
"4.587349","241.84865679907892","219.4516881801739","276.4302085549915","226.89929864193215","244.40317686800827","256.42942720999514","250.74163153384913","256.6989470604329"
"4.622769","241.84865679907892","219.4516881801739","276.4302085549915","226.89929864193215","244.40317686800827","256.42942720999514","250.74163153384913","256.6989470604329"
"4.654639","215.44223699309947","225.81349651173394","253.08738500691575","221.72682421495017","244.37916559004137","258.7234485195769","254.18726678395552","259.0701956544869"
"4.686899","215.44223699309947","225.81349651173394","253.08738500691575","221.72682421495017","244.37916559004137","258.7234485195769","254.18726678395552","259.0701956544869"
"4.732281","210.4757975418744","226.94769215862112","245.93962886825148","223.59501630137407","250.57085469167987","260.51805548166953","257.52309765055026","261.13789717974834"
"4.750916","210.4757975418744","226.94769215862112","245.93962886825148","223.59501630137407","250.57085469167987","260.51805548166953","257.52309765055026","261.13789717974834"
"4.796645","210.0940789248693","229.11946503754257","233.1202537447562","223.06767872613693","226.13863743882237","261.431428308153","231.70336914062503","261.54069311238453"
"4.819183","210.0940789248693","229.11946503754257","233.1202537447562","223.06767872613693","226.13863743882237","261.431428308153","231.70336914062503","261.54069311238453"
"4.867996","209.54219049238512","225.89416361411725","219.50380199150354","225.6947216226897","225.62338981183123","260.4990690357491","228.42871307491794","261.4051238182454"
"4.887605","209.54219049238512","225.89416361411725","219.50380199150354","225.6947216226897","225.62338981183123","260.4990690357491","228.42871307491794","261.4051238182454"
"4.927677","205.05783140427408","223.23120497172908","219.14786514697838","222.76800988342052","215.60567892942913","258.65097627751095","222.61712385244408","257.03945530991615"
"4.962897","199.39363163454524","223.53755110803746","213.92303466796875","222.08824116153943","209.8783821076271","260.3826548060555","215.92898808935738","259.79407498252067"
"4.99371","199.39363163454524","223.53755110803746","213.92303466796875","222.08824116153943","209.8783821076271","260.3826548060555","215.92898808935738","259.79407498252067"
"5.017573","197.50365403468507","220.15030845315545","208.74423704629743","218.99338302909172","210.89924924382905","259.13757561709633","211.0127295111868","258.0311008557272"
"5.074972","205.29836573025597","225.23729328793775","201.35233814521524","223.73446382158926","210.71075059467717","264.0678126709935","194.12816409099892","260.6262074036357"
"5.103839","190.06723984299003","225.07980358554232","209.8271389378648","225.94771685767267","208.73278784844663","262.7678987376885","207.24999026287392","262.8589864649198"
"5.145342","180.9229897821924","225.37859561192852","211.13888989162817","225.85787690752676","210.61994951893848","263.2095781022009","209.2537010578794","263.32339560660876"
"5.169877","180.11397496086153","226.5041242666282","210.05779221827882","227.557450468902","214.1738041384211","263.1311367643483","209.9470267091744","263.4207896666768"
"5.208342","176.85813672254986","227.01571287162574","210.28149841546087","229.63864147616732","169.81386177270795","256.34666923790127","215.0059028358311","262.17972359861386"
"5.236688","175.40253730506748","226.36629548425344","210.42334031873176","227.95727871549735","168.07945162405764","258.48454979328795","216.8664902267753","263.7670983934217"
"5.27435","168.40984276203795","225.3321580701301","210.94958187355607","229.49126888527485","158.54999254278636","257.9142482178685","219.74673070054112","264.4070731433913"
"5.320376","165.73420400656616","225.90363997522496","180.58664641027787","225.34709767144943","158.00387086385885","258.49763459083175","219.82544182803383","262.7716420689446"
"5.365907","167.91676847109073","225.67101385806785","175.13809287223373","225.2651827919808","166.74355449750732","259.15673068154183","139.47707061173853","259.4703274144273"
"5.386499","167.91676847109073","225.67101385806785","175.13809287223373","225.2651827919808","166.74355449750732","259.15673068154183","139.47707061173853","259.4703274144273"
"5.426962","148.7598154980849","227.43961984359805","177.6674044716683","226.17481228720817","170.51313965793716","259.92151686375246","171.8303538519121","260.5675956043288"
"5.459821","140.73756153388712","228.52525335527116","164.38235556754623","224.40226062819193","143.09630706430875","262.7829057864178","161.17079655391234","261.1879431579828"
"5.490044","140.73756153388712","228.52525335527116","164.38235556754623","224.40226062819193","143.09630706430875","262.7829057864178","161.17079655391234","261.1879431579828"
"5.516845","137.08137233155247","228.72230096364302","166.61051448124394","225.5636038576119","146.56519480901935","260.97426976304115","170.69627623799246","259.8627364459205"
"5.564684","139.06909809038333","229.41444628526267","160.9369732452274","227.6409503625061","143.78924489299612","264.2842514097459","163.2725590212336","267.3683516802955"
"5.595506","139.06909809038333","229.41444628526267","160.9369732452274","227.6409503625061","143.78924489299612","264.2842514097459","163.2725590212336","267.3683516802955"
"5.623736","135.60015132918898","228.68523861183735","151.9940031177803","228.5357751512342","141.48407789890868","264.21194778620503","152.23861801206834","266.82169042208784"
"5.657384","132.9228601121717","228.74745884758028","151.92768545187866","228.26494007630112","140.7218968729101","269.5597517555326","150.13260635791588","268.5931629225438"
"5.684214","132.9228601121717","228.74745884758028","151.92768545187866","228.26494007630112","140.7218968729101","269.5597517555326","150.13260635791588","268.5931629225438"
"5.728821","128.73106259594633","225.78624775808612","143.74707339988146","225.15365849951365","137.64595773897284","268.444778620501","142.6201283495714","267.40565009803623"
"5.757688","118.55811306845818","224.67609711287088","139.35437534198687","224.25829413150535","136.7127638048699","267.7596815532284","137.69639153981487","267.0972468157223"
"5.789909","118.55811306845818","224.67609711287088","139.35437534198687","224.25829413150535","136.7127638048699","267.7596815532284","137.69639153981487","267.0972468157223"
"5.827615","105.73911733664428","230.52820536691394","143.53628338171816","231.05088907085968","102.6523697552514","259.4224734770185","148.9987479480788","267.4848333573991"
"5.855851","105.73911733664428","230.52820536691394","143.53628338171816","231.05088907085968","102.6523697552514","259.4224734770185","148.9987479480788","267.4848333573991"
"5.884782","105.2226556562728","230.85475200252313","141.1058665472246","231.65204783636312","103.90420211613875","258.82424867385095","149.12256453102202","269.5379325183913"
"5.927149","99.68194366336333","227.66324173151753","136.481646823512","229.71242894272865","106.94254774991641","259.55257953094605","147.118668255639","268.1775857057089"
"5.96038","99.68194366336333","227.66324173151753","136.481646823512","229.71242894272865","106.94254774991641","259.55257953094605","147.118668255639","268.1775857057089"
"5.988263","98.8647002580101","225.7981185022495","132.75872683988936","226.33881066467052","104.09453870721364","259.61506955632905","143.88832513831468","266.0911000767571"
"6.020072","82.88498399786448","235.31167685660876","111.87116606597307","230.19592570145306","107.0083764220954","263.83306196042076","112.83310102767055","263.95824435341683"
"6.050866","82.88498399786448","235.31167685660876","111.87116606597307","230.19592570145306","107.0083764220954","263.83306196042076","112.83310102767055","263.95824435341683"
"6.100527","74.05395127827092","231.64054805295478","102.51457469658166","227.65504687120017","96.32017083668988","266.1171347770246","99.36206589041981","266.6944171593811"
"6.123587","74.05395127827092","231.64054805295478","102.51457469658166","227.65504687120017","96.32017083668988","266.1171347770246","99.36206589041981","266.6944171593811"
"6.163019","73.2763163644516","228.3106694202943","96.61473896902359","223.8666270215224","86.94402814931907","265.31481411113816","96.46667504217838","265.18099844965957"
"6.192655","70.32890248576955","227.0217156911175","88.59927190045903","223.6767625623176","84.30885783985896","265.5059937948383","93.07274666277816","266.1801306579828"
"6.226064","70.32890248576955","227.0217156911175","88.59927190045903","223.6767625623176","84.30885783985896","265.5059937948383","93.07274666277816","266.1801306579828"
"6.24974","66.97564067914793","220.46805320175707","84.5184169427894","215.53403909289887","77.07873998263467","260.9995625417984","88.16361221729086","262.7217309855302"
"6.293096","65.37752488429444","214.39613383846063","73.36559144253862","215.40956489770792","69.35015625712474","260.46790833232006","72.26905674322107","258.7284396279183"
"6.320956","65.37752488429444","214.39613383846063","73.36559144253862","215.40956489770792","69.35015625712474","260.46790833232006","72.26905674322107","258.7284396279183"
"6.361475","56.22126075358707","219.20145828900172","68.9298914452935","217.6793725870927","63.33797000632676","264.06086558776144","71.29939062215011","263.4650688913546"
"6.392475","56.22126075358707","219.20145828900172","68.9298914452935","217.6793725870927","63.33797000632676","264.06086558776144","71.29939062215011","263.4650688913546"
"6.425461","39.68253614373708","226.88877684596912","68.99615431017449","224.4466073002797","66.27329393676283","266.8935556374635","67.60791377798593","266.8961860864543"
"6.457111","39.68253614373708","226.88877684596912","68.99615431017449","224.4466073002797","66.27329393676283","266.8935556374635","67.60791377798593","266.8961860864543"
"6.490524","35.20290680525368","220.88238264150658","68.28554104459889","222.30400542619168","73.0591104114102","260.78410179049126","72.68336932111808","261.3234112810068"
"6.525059","35.20290680525368","220.88238264150658","68.28554104459889","222.30400542619168","73.0591104114102","260.78410179049126","72.68336932111808","261.3234112810068"
"6.55878","32.754715470488435","226.3349661622994","67.88783739141917","225.66433656447595","85.18544653510305","263.8493842336455","78.68274056401235","264.6156542588765"
"6.591083","32.754715470488435","226.3349661622994","67.88783739141917","225.66433656447595","85.18544653510305","263.8493842336455","78.68274056401235","264.6156542588765"
"6.629044","28.239037599081197","225.91429666600806","37.280417713209815","226.43482205283317","19.190975975897526","262.7837826027481","78.72662353515625","267.53319315038306"
"6.656042","28.239037599081197","225.91429666600806","37.280417713209815","226.43482205283317","19.190975975897526","262.7837826027481","78.72662353515625","267.53319315038306"
"6.683883","5.026230526341539","232.7857713513801","39.90194256853037","225.2790432347398","-6.809974766890827","266.92326622157714","76.9571828879271","264.7104178699538"
"6.72835","4.2631755821435835","232.20555500668775","28.880129446779247","224.3516750706773","38.88649651790872","257.51651084098376","37.02786088639196","257.8695305850256"
"6.760615","4.2631755821435835","232.20555500668775","28.880129446779247","224.3516750706773","38.88649651790872","257.51651084098376","37.02786088639196","257.8695305850256"
"6.793361","5.661182025063363","228.27809232125486","27.204714704580347","225.25132234922182","6.84113178178958","269.19233198945165","25.035281407693947","263.94556424033317"
"6.820128","5.661182025063363","228.27809232125486","27.204714704580347","225.25132234922182","6.84113178178958","269.19233198945165","25.035281407693947","263.94556424033317"
"6.864641","-3.163970123469134","230.03088188913546","15.3341201900972","228.97276692075025","4.967832134855397","275.9958871329341","7.090025898083639","275.9697512615516"
"6.895917","-3.163970123469134","230.03088188913546","15.3341201900972","228.97276692075025","4.967832134855397","275.9958871329341","7.090025898083639","275.9697512615516"
"6.922653","-4.472958895019056","230.23433700145915","6.3170517056832525","230.03668236639714","7.946827736346175","276.5284518824477","12.045014570659237","275.9233811671632"
"6.952529","-7.724307665101286","235.59202201635458","6.288020338065894","234.69659020093633","3.1741004082943216","279.8078124050037","5.362777294351897","274.9127828991367"
"6.987785","-7.724307665101286","235.59202201635458","6.288020338065894","234.69659020093633","3.1741004082943216","279.8078124050037","5.362777294351897","274.9127828991367"
"7.034565","-3.0116904700312634","248.09599618874637","-0.49101464201040307","249.40552137797908","-1.701905898083045","281.8899476760093","1.815555706098386","284.67195099708175"
"7.057036","-3.0116904700312634","248.09599618874637","-0.49101464201040307","249.40552137797908","-1.701905898083045","281.8899476760093","1.815555706098386","284.67195099708175"
"7.092259","-0.5576357553905087","243.008943906554","1.522061067796403","245.82861660612235","1.3373587066561332","279.46902406447595","1.98854566640891","282.8945768482491"
"7.122153","-1.2082839921290773","242.32266650960605","1.2446327450674333","244.95014781432394","2.9700588196632003","276.0263733622629","2.1946291199917924","283.3350421593811"
"7.153806","-1.2082839921290773","242.32266650960605","1.2446327450674333","244.95014781432394","2.9700588196632003","276.0263733622629","2.1946291199917924","283.3350421593811"
"7.187234","-6.6861808420619155","226.9129230187561","-3.9287721136664606","229.17025293728722","-1.076066188775148","269.7941315053502","-0.25339277291576223","270.47642950510703"
"7.226541","-6.6861808420619155","226.9129230187561","-3.9287721136664606","229.17025293728722","-1.076066188775148","269.7941315053502","-0.25339277291576223","270.47642950510703"
"7.254392","-15.433265775094238","199.74352124878408","-16.1584729740128","233.63601340208538","-10.39790771721866","257.999164507083","-9.031216632531311","258.06954587943824"
"7.286414","-15.433265775094238","199.74352124878408","-16.1584729740128","233.63601340208538","-10.39790771721866","257.999164507083","-9.031216632531311","258.06954587943824"
"7.320473","577.7019052468386","8.628460598363034","573.9668700221912","11.675734583042015","-18.39496375057948","200.1738694484132","-16.063269900904555","200.20347886141172"
"7.358841","577.7019052468386","8.628460598363034","573.9668700221912","11.675734583042015","-18.39496375057948","200.1738694484132","-16.063269900904555","200.20347886141172"
"7.396171","578.2039163196133","8.24895931496232","574.5979754377432","11.171725380745386","18.805136743686543","188.22508863159658","17.960115544063108","188.86964980544747"
"7.423987","578.2039163196133","8.24895931496232","574.5979754377432","11.171725380745386","18.805136743686543","188.22508863159658","17.960115544063108","188.86964980544747"
"7.463503","576.6361012737111","11.074053100110973","570.9356485210968","13.400238393345717","21.097579362327487","191.0291135320404","19.704295028508408","191.8798614383208"
"7.488039","576.6361012737111","11.074053100110973","570.9356485210968","13.400238393345717","21.097579362327487","191.0291135320404","19.704295028508408","191.8798614383208"
"7.52947","574.9010840983707","11.413330434361342","568.7641791555204","13.735511037626168","22.150840224922863","195.20073584174372","463.1112174542498","401.4979808525353"
"7.555366","574.9010840983707","11.413330434361342","568.7641791555204","13.735511037626168","22.150840224922863","195.20073584174372","463.1112174542498","401.4979808525353"
"7.592506","573.6087242749878","7.041642244687807","569.8463728492826","9.584181967412462","21.96583830243419","194.3163654015686","20.664314062215013","194.28446277662943"
"7.619341","573.6087242749878","7.041642244687807","569.8463728492826","9.584181967412462","21.96583830243419","194.3163654015686","20.664314062215013","194.28446277662943"
"7.661857","572.0962161053016","6.538627891688975","569.2530379833415","8.75273245132388","21.540618213698096","193.78066434748905","19.575951038167634","194.08009712427042"
"7.681168","572.0962161053016","6.538627891688975","569.2530379833415","8.75273245132388","21.540618213698096","193.78066434748905","19.575951038167634","194.08009712427042"
"7.73112","574.4218028027724","9.283138883716873","570.9976326909047","11.772428876231174","79.26514894953034","194.30021174686897","18.19708780370334","190.6349508678867"
"7.776968","573.1943273878284","10.57518676282831","569.1858603629621","12.783212624635212","22.160470450434705","189.0714524562257","19.05484391743107","189.04248379362235"
"7.818158","83.59190873320465","179.59853116640323","569.2982277480545","13.097854792375983","81.55202926457625","195.44435588673394","18.998156477041285","188.47666747096912"
"7.838126","573.0568021187987","10.606221002363526","569.1557788180934","12.583138313738772","22.032554329601243","188.8944367286296","464.47247480696745","400.43200826088287"
"7.875","571.5956214281372","11.097061097853839","568.5310809064932","12.62514118832837","78.48505220524532","192.5417565965467","465.7222415909229","399.7644137965102"