time,x_LK,y_LK,x_RK,y_RK,x_LA,y_LA,x_RA,y_RA,,,,,,
1.258127,165.806139,415.4902572,171.7534047,420.0551739,167.4040917,512.8077122,167.473648,512.0098948,,7.497228407,0.800843732,97.33057331,,15.88255804
1.421072,163.438146,417.6520322,175.8772533,423.3577411,166.5296313,508.5400961,169.1384211,510.703049,,13.68526596,3.388827152,90.94062591,,0.961799791
1.500767,163.4082031,417.707358,176.3632547,423.0524228,165.3043873,511.0006916,168.6537117,510.1109937,,14.01438831,3.465477787,93.31260155,,11.73132183
1.546797,163.151884,416.9189643,175.8382098,422.7686497,165.0089867,510.3180098,168.8819689,509.296343,,13.97002797,4.005470531,93.41750655,,-26.14934289
1.592464,163.4097801,416.9617127,174.8511217,422.8021264,165.5685912,510.4185539,168.2102497,509.4567349,,12.84580592,2.811308489,93.48177166,,1.375877327
1.637312,163.2925736,416.8427772,175.4090353,422.889751,165.4552605,510.5521948,168.1742461,509.6241184,,13.54158544,2.873013835,93.73437023,,-6.498905109
1.699316,162.5752751,416.9088187,173.8601008,422.1485515,165.2943747,509.7894881,167.2775755,508.3170446,,12.44194884,2.470055723,92.92046196,,158.9069719
1.743919,161.8129484,415.6482931,180.8688746,420.9802104,162.5505191,506.3579539,171.5586621,509.5524152,,19.78781609,9.557783389,90.71265939,,78.39537505
1.793142,160.2739125,417.0166206,178.6498928,422.6706894,161.6881232,506.1794367,174.1114991,511.2455922,,19.22615786,13.41663893,89.17403079,,-133.7862336
1.833533,162.9137471,418.9924687,173.463168,422.6651037,162.8803844,507.7830131,169.8754408,511.6913911,,11.17043102,8.012879172,88.79055067,,9.478251647
1.879717,160.5417072,420.4834174,171.0056314,425.6034548,161.2117165,509.9584676,168.6748769,513.9225894,,11.64939881,8.450622746,89.47755876,,-69.76439697
1.926239,161.8628025,420.5369194,172.6864588,425.2984785,163.177476,510.5804657,167.4323246,513.5785886,,11.82471906,5.205043471,90.05314318,,19.28666919
1.975732,159.1428099,419.3339616,175.910654,419.8190889,164.895922,507.7473325,170.4473378,510.416122,,16.77486048,6.159598589,88.60035244,,-6.21680362
2.025727,157.420697,409.2864254,169.9531098,413.5398301,165.3858942,505.0640655,170.8397108,502.9511947,,13.23453143,5.848789492,96.10827597,,-54.86380625
2.067579,164.1721448,414.6474115,170.8011802,420.0995562,164.6821232,512.1027253,167.2867712,509.68674,,8.583122518,3.552629473,97.45664814,,10.93086438
2.110223,163.5790636,414.5271842,168.3558791,418.9377508,165.4966409,511.6014485,168.7310007,509.2162041,,6.50162011,4.018765254,97.09320209,,-36.53887978
2.15806,158.0661403,413.5373602,166.6993897,418.0564886,165.2799353,508.0399593,166.4280422,506.0807165,,9.744512132,2.270854862,94.77752938,,46.50725954
2.199773,156.6114421,415.0045978,172.0490523,420.4640382,165.9033203,510.9929779,169.686436,509.1439309,,16.374532,4.210812179,96.43706816,,16.24797644
2.242396,156.9551959,415.7865318,171.5447357,420.6844677,165.6610796,510.5767039,170.0586317,508.4077471,,15.38975138,4.903349679,95.189123,,44.51776709
2.285263,155.990356,415.7324979,176.2338126,421.873898,165.2442546,510.7618707,171.7812956,508.8471243,,21.15453451,6.811692801,95.47887899,,12.1359824
2.328617,155.8647708,414.6443337,176.9436064,418.9715315,165.2008603,508.7824888,172.316505,506.9904396,,21.51840958,7.337836182,94.59997258,,-8.462731552
2.373489,153.2896857,412.6191634,174.1192888,418.4001474,163.9662117,508.0629104,170.5043926,505.6823018,,21.61694107,6.958096492,96.03903919,,95.16144464
2.415638,153.3520983,413.4779304,170.9930349,416.641841,162.4878025,512.238304,173.1389075,509.6164427,,17.92241542,10.96905622,99.18201694,,-114.7752519
2.450618,150.5790598,412.3657512,171.3034639,416.6339753,163.8302339,509.6800523,170.3506695,507.2623951,,21.15936347,6.954217911,98.21235571,,-7.586180694
2.49318,154.1973378,412.5033819,173.0355894,416.7051085,164.8564605,510.9957138,171.1399752,508.8762692,,19.30114581,6.631334888,99.0674333,,23.84634366
2.524937,151.9420294,412.3406341,172.2326613,415.7393756,165.1359968,509.3043987,172.0735234,506.7622583,,20.57331249,7.388623224,97.85730643,,136.1658031
2.565818,153.2187044,411.2924444,169.8529836,415.7150185,161.2589677,504.2529107,174.0232475,506.4689476,,17.21215867,12.95521742,93.3075245,,0
2.605177,153.2187044,411.2924444,169.8529836,415.7150185,161.2589677,504.2529107,174.0232475,506.4689476,,17.21215867,12.95521742,93.3075245,,68.04233844
2.636335,153.0423912,414.7688929,175.5675272,420.1326909,162.135195,507.188032,176.8335246,510.5381353,,23.15495802,15.0752806,92.86536681,,-41.89794937
2.693488,150.936379,408.8827669,171.0331043,416.250114,159.5465064,502.5763011,172.2254035,502.3632433,,21.40458295,12.6806871,94.08832364,,36.52647238
2.742605,152.056063,412.0173425,171.0641301,416.4928487,158.8050979,504.427856,173.2711614,503.9262372,,19.52784603,14.47475784,92.65663752,,-47.33566451
2.784418,150.2228424,412.3607733,169.1277625,416.2773589,159.4232961,503.1111685,171.7047285,505.4142601,,19.30636286,12.4955117,91.21558297,,0.628330134
2.834835,146.1613874,413.8321908,168.2605598,418.8254651,156.3489482,507.7909168,168.8145595,509.0314932,,22.65626203,12.52719022,94.50941004,,15.67168029
2.865709,146.9160764,413.8845908,168.7961872,418.69874,159.4243221,503.9445145,171.6641841,508.3573231,,22.40346583,13.01103768,90.92439754,,-196.9155934
2.907147,146.4886878,411.588187,168.751178,415.0880046,164.9459471,509.0978006,169.478318,507.3679931,,22.53590897,4.85124932,99.24109615,,137.8114371
2.938116,147.9866663,414.1780536,167.0031311,417.473553,173.07279,507.5321468,164.0568382,506.1642373,,19.29990284,9.119131716,96.66592119,,33.84643196
2.993451,149.1565464,412.6017981,168.8044709,415.4443169,159.8898232,504.3697942,170.7856198,505.8210725,,19.85247718,10.99202403,92.39355139,,-188.1972542
3.025231,152.81364,414.1710998,168.3507873,417.1996215,165.4056344,511.3652496,170.2775793,510.1924626,,15.82955748,5.011115291,98.00643386,,-66.08380589
3.077921,152.4632934,413.490698,164.7324143,415.7616048,165.4134431,508.8831089,165.9440737,507.448968,,12.47751359,1.529159558,96.26743185,,229.8898174
3.105485,150.3499476,412.1309202,166.9692744,416.8802058,161.874012,502.994057,168.2686915,507.5744011,,17.28460983,7.865842484,91.59101315,,100.7391918
3.13447,155.0570738,412.0210284,165.1711454,414.7344662,161.6495167,506.1401462,171.1414192,511.2623115,,10.47173286,10.78576796,94.34971457,,-7.45345522
3.171842,152.1335421,411.6503146,167.9746398,411.3779791,161.7331514,506.1444021,171.3692584,510.3333232,,15.84343848,10.50721743,94.98044573,,43.52490664
3.219625,150.2576491,411.9885016,169.399775,410.8290142,159.480237,504.4767981,171.7775907,507.161357,,19.1772103,12.58696804,92.94698014,,-103.165999
3.277281,154.635613,412.2586713,163.6228189,411.4208034,164.088073,507.6469404,170.4598013,505.7827699,,9.026178178,6.638829203,95.85546871,,125.6625822
3.322083,154.9802978,413.8952304,167.4844396,416.0331803,160.703011,502.1315661,172.2843393,506.1806907,,12.68559782,12.26876421,88.42171896,,6.662603113
3.359319,153.2852208,413.0165142,169.7870182,413.6999559,159.452327,501.5561162,171.8057287,503.5723188,,16.51594411,12.5168529,88.75412284,,15.09808319
3.387163,156.9764561,414.6433457,169.4077167,417.3084494,160.1760662,506.9350377,172.9780216,508.801108,,12.71373343,12.93724393,92.34713811,,-15.32159841
3.42759,158.7049527,412.4380244,169.4130365,413.6512418,161.6220247,504.4615987,173.9339129,504.0788014,,10.77659293,12.31783767,92.06979709,,266.0968852
3.451154,157.1214205,414.7515655,173.2388056,415.0072957,156.9573048,508.8403985,175.5357794,508.2408955,,16.11941377,18.58814467,94.08897613,,-86.43059102
3.491623,156.6039564,413.0378693,177.0431435,414.2373693,159.7187538,501.2382964,174.6803183,499.270732,,20.47435395,15.09038508,88.25540949,,142.8137719
3.518417,156.4787892,417.2308563,179.3612825,414.4249301,156.8633534,502.5445343,175.7755122,502.1193686,,23.05388734,18.91693729,85.31454474,,257.7077162
3.554641,148.178122,412.2183548,182.8009864,412.4049656,149.26963,502.3616093,177.4754339,500.7441634,,34.6233673,28.2521416,90.14986257,,162.9767825
3.580475,145.1434255,413.7198672,179.165742,414.6445237,144.3463871,501.250456,176.745292,499.219738,,34.03487931,32.4624838,87.53421757,,8.736342793
3.621942,145.8995015,413.7816908,181.6530125,415.6941573,145.6391165,501.4136977,178.4538584,502.2243586,,35.80462368,32.82475372,87.63239375,,243.1325125
3.645527,138.7029768,410.9355241,171.9569819,414.3560767,134.5483113,497.475035,173.1067417,497.2592792,,33.42946358,38.55903403,86.63918393,,-4.251908675
3.683952,140.7930675,404.9754529,178.5471068,404.5375198,142.865641,499.0748875,181.2221091,500.8091409,,37.75657915,38.39565444,94.12225642,,-117.4937031
3.718237,125.4293265,400.5050386,179.298091,408.4060372,146.0834334,493.6953201,180.1796191,498.0042786,,54.445106,34.36738283,95.45166682,,428.6137295
3.746981,142.0242963,403.2410475,173.3978295,411.2476441,181.3410065,497.290894,136.7613844,483.4209326,,32.37907001,46.68745587,101.9371244,,-872.2809699
3.78552,162.3484238,412.55221,174.895827,411.2860606,164.6684247,488.4199447,169.9170872,500.390435,,12.61112451,13.07061957,75.9031987,,-402.1492755
3.812039,161.3709114,412.1418258,204.1098462,418.1215801,173.879765,502.2083232,174.0384279,499.8075374,,43.15523154,2.406022937,90.93099236,,535.8418522
3.850532,164.1160969,414.453505,201.2740151,421.7748738,175.1229063,503.7150413,197.9511947,500.6571468,,37.87232929,23.03218335,89.93759901,,-637.9024196
3.88132,166.4173836,409.1385731,180.5266978,407.5303988,173.6642183,504.4336697,173.1463742,501.0809825,,14.200668,3.392443658,95.57024667,,32.66042499
3.91755,167.8439248,411.1473659,182.5747431,410.1603538,171.7431261,506.5263254,168.1557788,503.6858585,,14.76384776,4.575730855,95.45862814,,1139.577117
3.950355,163.1371785,409.1467808,182.9229998,407.1793683,212.1230165,495.5607445,171.1824006,504.7515275,,19.883396,41.95955818,99.33270079,,158.5616878
3.989888,159.7781075,398.6833126,182.7048881,406.6523286,138.7068907,465.6271659,171.2163903,501.251178,,24.27225751,48.22797738,70.18173318,,-1276.045467
4.018724,162.1765374,409.6124909,181.5698717,408.4442637,181.3983843,507.3006597,170.0801009,505.6927134,,19.42848862,11.4319303,99.56132644,,37.11356949
4.064222,158.3964046,409.5258542,184.5127067,408.4082791,180.3767555,502.1174687,167.5207852,499.4959874,,26.14020293,13.12052349,95.16481966,,314.7834096
4.099136,145.9043843,401.7505168,177.3246367,408.5521036,170.9274304,488.8725833,147.2029274,484.5735044,,32.14799906,24.11087145,90.64440031,,0
4.138251,145.9043843,401.7505168,177.3246367,408.5521036,170.9274304,488.8725833,147.2029274,484.5735044,,32.14799906,24.11087145,90.64440031,,918.6668633
4.166069,145.8882349,404.141195,178.2415795,412.1940737,168.2248982,485.363798,120.4928601,471.6379651,,33.34048233,49.66634625,84.23798291,,-875.9075686
4.203516,140.9686208,404.2149121,172.2535415,409.0693397,153.0187181,491.5524684,136.2217671,490.025269,,31.65930717,16.86623553,88.16492265,,510.8503892
4.238323,137.4174862,411.6530885,172.187994,415.7044929,143.9122348,505.441961,178.3011992,509.6659168,,35.00574368,34.64740503,94.01347969,,16.62371532
4.280838,131.0550675,411.7689081,171.1277777,415.9970437,140.8410217,507.2467777,176.1755799,508.4239725,,40.29515149,35.35416228,95.97806251,,253.3700634
4.329827,124.3267419,411.0121671,155.5418022,414.7230286,126.2037558,483.3033652,168.4449667,505.6040248,,31.43486094,47.76650832,72.31556198,,135.6032694
4.379617,100.2452616,400.9147009,135.8273612,402.6347428,105.3311003,459.6013953,150.3550774,490.3434688,,35.62364883,54.5181951,58.90665374,,196.959318
4.414363,102.4453961,401.7806876,130.6090026,400.8367659,107.3514257,449.7048653,158.1676914,484.0992066,,28.17942014,61.36174356,48.17463995,,-615.7978846
4.446912,68.26929946,360.8730545,137.7801062,381.8974951,114.7322813,461.5951787,154.816942,471.615584,,72.62079149,41.31813822,110.9222926,,-450.3634764
4.488086,69.5729344,354.2108843,64.57886217,343.5718248,118.9455975,448.4393619,140.9620471,454.2678061,,11.75288664,22.77487244,106.3798188,,506.7460577
4.514948,70.20477414,349.1000426,62.1302742,328.8966364,119.0130829,443.5507737,154.6722436,450.7926116,,21.75718666,36.38708504,106.3164691,,-474.7558989
4.550177,65.05304596,345.8401857,63.97367841,326.2980302,147.3770747,448.2345878,138.7253959,430.5784518,,19.57194104,19.66190948,131.3843952,,819.021853
4.578021,67.49449021,337.5199492,64.96914518,327.1211545,128.2698124,434.6755685,159.1734557,463.802704,,10.70104195,42.46675396,114.5986656,,-176.8874646
4.612251,65.05274197,342.7830131,61.92382813,327.3461819,128.7197342,433.8206773,152.1810212,461.666578,,15.75074155,36.41189604,111.0915938,,219.3586851
4.652719,80.55111184,348.0655703,75.13514181,334.7224207,117.9849184,435.6189962,152.9755327,464.3721121,,14.4004296,45.28890331,95.22023031,,-1013.978979
4.680553,79.22262585,357.0511232,84.322999,343.8147875,111.1817546,437.9015306,104.192246,422.3326924,,14.18500578,17.06581241,86.937761,,756.5538222
4.713759,83.32527131,370.1792391,78.9140587,355.4066984,110.702479,445.6423273,150.7669815,458.8581438,,15.41709296,42.18793864,80.27570729,,-40.39902358
4.741621,93.83272282,368.6917862,79.20003572,355.1135396,111.3946984,445.7503952,150.1756483,459.2468309,,19.96207185,41.06234104,79.03450011,,738.4103051
4.77587,111.4815821,391.2539898,123.5098682,389.6140488,111.6681929,451.4996124,172.4973781,478.0027967,,12.13956642,66.35215558,60.24591161,,22.10723829
4.822838,97.00561998,392.3545416,128.2664306,395.7365257,111.8688822,458.6155992,173.203581,486.535711,,31.44322021,67.39048835,67.90761605,,-323.8424446
4.87847,127.0543531,414.141461,132.4709691,412.7431147,126.3668835,478.0299656,170.5790218,500.0101076,,5.594202469,49.37448547,63.89220324,,-65.00621794
4.925412,125.5054566,410.6827198,158.3169306,416.9455633,132.2361381,480.6377295,172.1031622,504.2266537,,33.40383264,46.32296359,70.27805814,,-476.191653
4.959234,132.3015526,411.8536448,169.6153978,418.3035171,151.5587001,511.6503526,181.7472109,510.3337032,,37.86718759,30.2172095,101.6376929,,61.01960177
4.995356,131.2551488,413.3311041,163.020428,420.3852672,142.5181443,503.4575252,174.5456514,508.4957138,,32.53911768,32.42135956,90.82745647,,177.5405465
5.021256,132.0911357,410.5229739,178.4788614,417.9923471,141.8697752,500.0280429,177.7771234,509.0345711,,46.98523844,37.01965971,90.03765416,,-234.1358881
5.074631,142.6057879,410.7015291,187.8889151,413.620235,157.3024076,496.6954949,179.1377751,507.8569203,,45.37709172,24.52265668,87.24077478,,36.36808503
5.101467,169.0192577,417.4116154,185.7369057,418.1056967,153.803369,496.927894,176.9863927,507.5452183,,16.73205019,25.49863061,80.95901328,,0
5.136697,169.0192577,417.4116154,185.7369057,418.1056967,153.803369,496.927894,176.9863927,507.5452183,,16.73205019,25.49863061,80.95901328,,-364.7207135
5.16353,170.5577046,415.6194142,184.0947608,421.8661843,164.4948664,496.0758147,173.0301366,509.2674261,,14.90885734,15.71207971,80.68451145,,-312.8052322
5.200954,171.040856,417.6276371,206.8066026,418.9770413,171.0481138,511.6438169,173.8138945,508.7462761,,35.79119335,4.005656696,94.01618008,,-41.99367327
5.236486,168.6739269,414.6594191,185.9134089,420.1787831,171.6585603,516.0569294,173.1434863,514.0289093,,18.1014673,2.513537498,101.4414271,,598.5608791
5.261154,170.5482999,416.5493145,184.608843,416.6680979,166.1270177,503.2275961,177.7910308,515.9754985,,14.06104483,17.27883726,86.79096864,,-433.6554353
5.295273,169.4370326,419.3576727,187.2011035,417.9392631,173.5522556,518.6311786,175.3036083,516.8711241,,17.82060888,2.482947467,99.35876425,,-16.22243432
5.339267,170.2017343,419.6746945,187.6932226,417.70884,174.8375182,516.3141795,174.739026,514.5476654,,17.60161205,1.769257692,96.75061009,,0
5.374578,170.2017343,419.6746945,187.6932226,417.70884,174.8375182,516.3141795,174.739026,514.5476654,,17.60161205,1.769257692,96.75061009,,25.22067535
5.401443,170.3789025,419.9249909,188.3832381,420.0609877,176.1318245,518.3195905,176.1563716,515.8729025,,18.00484922,2.446811135,98.56263664,,202.6721334
5.435532,170.6905095,417.9478508,186.8101745,421.2912664,178.1920864,513.0777298,169.0239885,511.2135594,,16.46274666,9.355701491,95.4251934,,-137.4416271
5.46145,151.8128154,404.1106821,184.7038394,417.264941,177.0163736,512.5323748,171.7254757,510.1720954,,35.42391829,5.793489401,111.3125455,,584.8406337
5.501938,147.5127865,403.9111898,176.4389287,413.6511658,177.681633,506.9490592,154.2577745,489.061854,,30.52194022,29.47251698,107.3636895,,-549.8325914
5.528433,136.5307712,408.5024395,180.57336,418.5866823,162.5082837,494.5431435,147.8080542,492.082776,,45.18231491,14.90470247,89.87677064,,1097.991162
5.568001,140.7422635,411.6690479,167.1768414,416.0448079,166.4713795,494.5003192,109.8495068,480.4046465,,26.79429388,58.35001677,86.73526915,,-779.9255374
5.594801,130.6457662,409.1619802,168.5965429,415.1366048,139.0150018,502.3082594,175.7307879,509.6774304,,38.41819349,37.44801237,93.52151321,,-216.1346857
5.632803,138.5262076,410.3886871,166.666616,413.9000942,149.5963985,506.274965,178.803198,505.0034959,,28.3586418,29.23446204,96.52319626,,-34.45844082
5.659434,129.243848,409.2841835,163.1882676,415.4552605,151.0725278,506.4681876,178.985667,501.7039686,,34.50080888,28.3167993,99.60533075,,1175.253616
5.698375,125.6165643,409.6013193,153.2405916,412.8215437,109.5698755,464.2986989,174.9957252,499.0499985,,27.81109004,74.08235035,57.00262763,,165.6263997
5.734531,100.8781463,407.6087898,134.7761126,405.8928897,104.7356632,464.6662968,177.7794413,497.4676632,,33.94136757,80.07073846,57.18775692,,-711.8796422
5.760494,94.5287041,397.2177088,129.7541114,403.1688883,114.9010328,476.118601,172.6446034,497.5379225,,35.72458337,61.58820731,81.48854255,,-1415.411372
5.795594,74.01272191,383.1756521,117.448873,393.8038439,145.5676222,486.0241367,157.4512099,485.2735515,,44.71753216,11.90726815,125.2913187,,507.496258
5.837737,60.7316619,355.235363,60.04734618,353.5258466,147.65682,476.7236898,177.6220323,491.2365105,,1.841394669,33.29468295,149.3833882,,-268.5698085
5.87489,59.98787847,348.3823261,53.19877417,342.0249042,164.9685372,476.7758618,180.2058381,494.4247781,,9.301008032,23.31650886,165.848843,,0
5.902648,59.98787847,348.3823261,53.19877417,342.0249042,164.9685372,476.7758618,180.2058381,494.4247781,,9.301008032,23.31650886,165.848843,,-516.1547653
5.942168,53.46586591,343.800842,45.32849739,332.291502,167.4429262,480.6324477,165.313165,478.6376383,,14.09544869,2.918072534,178.0832912,,514.4633473
5.96569,156.5726456,412.2335542,188.0024167,411.5336971,167.3520527,483.6654912,172.0171715,497.941885,,31.43756211,15.01927939,72.24068965,,52.02586313
6.005089,152.631285,416.7307575,186.016423,416.7382813,164.2001117,486.2477581,175.8502554,498.722793,,33.38513885,17.06904637,70.47305246,,-515.0511895
6.026767,149.8756118,415.7971334,182.1690327,416.5025383,161.1044466,481.1108873,166.9930045,480.6873936,,32.30112428,5.903766684,66.27196375,,-101.3330356
6.0652,61.74050416,340.259948,58.15657679,331.6652861,160.9101411,475.052894,159.3019858,473.8483782,,9.311968029,2.009234128,167.3432257,,311.5338515
6.093025,60.88889987,346.4274912,56.31229861,340.3420629,113.6297726,433.776751,106.9546639,425.442759,,7.614309994,10.67766355,102.036723,,887.9113204
6.129243,71.80589965,359.4511111,69.57164245,356.5819553,109.0551663,450.0628116,150.5311056,460.7713324,,3.636476349,42.83603575,97.96932241,,-244.4647021
6.171748,84.12289868,369.4416114,78.86870744,368.69817,149.6472975,474.6810022,179.1513026,488.1789959,,5.306527179,32.44506358,123.9708684,,-228.3687333
6.197566,98.62903165,397.3747188,124.9455481,395.677514,149.9913743,487.5288409,175.7366777,494.0119619,,26.37118773,26.54903963,103.7586429,,-532.118147
6.232447,112.2001345,403.3501794,133.1580777,401.5912649,168.9278712,499.7754286,176.3882577,502.631019,,21.03162294,7.98822654,111.8743259,,1821.565754
6.259626,126.8666783,406.9621687,159.114976,416.0393361,124.0510434,489.3682363,174.7536175,516.4810311,,33.50145777,57.49656218,82.45415561,,-1091.89501
6.292909,135.1592519,411.6775596,161.3585238,425.285597,154.7198558,514.8266887,175.7769752,516.8595726,,29.52254274,21.15502055,104.9874281,,-139.2200405
6.336826,140.6363806,418.5891522,167.292642,413.1479131,154.5933396,508.204227,169.0851091,512.2312743,,27.20594337,15.04089403,90.69541519,,0
6.373041,140.6363806,418.5891522,167.292642,413.1479131,154.5933396,508.204227,169.0851091,512.2312743,,27.20594337,15.04089403,90.69541519,,340.2695281
6.399853,137.7067311,407.8714357,163.7360925,416.120197,152.1915088,496.2289108,175.1075739,503.8945844,,27.30512256,24.16420062,89.53687615,,-21.24670955
6.434123,133.9271302,404.9808487,164.6189886,410.7894197,146.7691171,500.4667361,169.8474739,504.5458414,,31.23667186,23.43607588,96.34558277,,132.9251826
6.460911,119.2690031,401.7888193,173.5186459,413.6793227,147.8668379,502.2000395,174.7688169,504.4616367,,55.53744516,26.99687567,104.404259,,-550.7667051
6.494253,137.9574454,400.0435083,180.8102809,417.4413683,165.8425986,495.9743586,168.9011012,504.0476426,,46.24987614,8.633212189,99.90150053,,-148.9892703
6.531732,170.9468096,410.9538014,181.7426891,417.1963537,171.7783697,504.7615592,173.2784001,502.1067911,,12.47078479,3.049243327,93.81144342,,51.70056966
6.558434,168.4166198,419.2227398,182.1290582,418.5397541,174.5620098,509.6525793,176.3043189,505.5798577,,13.72943685,4.429751938,90.63841178,,4.278583697
6.599233,170.3361351,419.035217,182.813336,419.1231077,175.5694081,503.0080785,173.9618989,498.6934962,,12.47751045,4.604313874,84.13577488,,0
6.634529,170.3361351,419.035217,182.813336,419.1231077,175.5694081,503.0080785,173.9618989,498.6934962,,12.47751045,4.604313874,84.13577488,,5.704461418
6.674011,174.5421366,414.8374042,183.5370562,420.0156554,171.2351426,506.6110241,169.5780262,502.0746823,,10.37896257,4.82953742,91.8331831,,135.4818255
6.704747,177.238627,414.8404061,185.8126748,420.2990105,176.0696969,507.7743115,167.5699363,504.8347823,,10.16418505,8.993706809,92.94125656,,-16.9012269
6.746618,167.0144166,417.0593309,190.0963263,416.2531919,175.4219358,504.0281873,167.5337237,501.4915567,,23.09598267,8.286035538,87.37430036,,-16.35488084
6.768998,165.9176458,413.8407405,180.8308381,411.4914047,175.4789716,501.4907208,167.9122462,499.1516446,,15.09710844,7.920013305,88.16993817,,-115.1536873
6.811553,163.4351061,414.2520747,201.8405733,420.8925857,170.1327669,506.3353067,171.1438891,503.489976,,38.97532934,3.019648141,92.3264874,,314.9789008
6.84326,160.8962526,416.9686284,172.2295074,414.8059795,159.0581872,495.0587077,170.1524501,501.847755,,11.53775171,13.00668415,78.11170827,,208.2109543
6.886588,142.3812546,413.0421252,169.399851,416.6075663,152.9881673,492.0275641,174.1524045,498.1357536,,27.25283328,22.02804838,79.69445498,,210.4642751
6.913369,143.6360424,414.4696544,181.0239087,416.6110241,147.1393368,499.1790415,174.0899349,505.4231897,,37.44913898,27.66449213,84.78179837,,283.5408752
6.953624,143.9646348,416.8460451,182.7316011,415.9725347,143.2701734,509.7110591,182.2309703,512.7409107,,38.77680617,39.07843006,92.86761062,,-866.9530278
6.98446,150.4971919,408.4072912,160.3239376,419.9872325,162.2684749,507.2991017,174.4915985,509.0299732,,15.18749392,12.34506649,99.58992563,,146.9585446
7.026774,145.0485811,405.9667209,144.5333969,414.4067288,153.4703497,507.2861442,171.8371725,509.9810007,,8.455716889,18.56347035,101.6688336,,78.54906232
